"","kdagur","nuvirdi","teg_eign","svfn","aldur","fjmib","lyfta","ummal","ibm2","fjhaed","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","stig10","bilskurm2","svalm2","geymm2","matssvaedi","undirmatssvaedi","ibteg"
"34567",614,10.4873498605461,"Ibudareign","Kop",35,"1","0",53.6,4.28908863901461,"1","1","0","1","1","2","1",10,25.3,31,-1.8,"300","0","2"
"34568",622,10.4350859211174,"Ibudareign","Hfj",53,"1","0",69.5,4.69683737451392,"1","1","1","1","1","3","2",10,23.8,687,1.75785791755237,"600","0","2"
"34571",619,10.3217372550037,"Ibudareign","Kop",10,"1","1",109,4.07414185490458,"1","0","1","1","1","1","1",10,0,351,1.62924053973028,"300","104","2"
"34572",619,10.1374919111831,"Ibudareign","Rvk",82,"1","0",38,3.78191432008113,"1","0","1","1","1","1","1",10,0,1,1.09861228866811,"25","0","2"
"34573",614,10.8680540305752,"Ibudareign","Grb",14,"1","1",291.4,4.77322377098434,"1","0","1","1","1","2","1",10,0,1,2.02814824729229,"510","49","2"
"34574",614,10.9728083365688,"Einbylishus","Hfj",14,"1","0",66,5.14574876790343,"1","1","1","2","1","4","2",10,33.1,1,-1.8,"630","0","1"
"34575",629,10.7115915565523,"Ibudareign","Grb",2,"1","1",164.8,4.73532087045314,"1","1","0","1","1","3","1",9.6,0,1,2.57261223020711,"550","0","2"
"34576",612,10.7874823396095,"Ibudareign","Grb",3,"1","1",257.4,4.6746962486367,"1","0","2","2","1","2","1",10,0,87,2.17475172148416,"500","59","2"
"34577",613,10.7251598652844,"Radhus","Mos",25,"1","0",48.5,4.72206393745959,"1","1","0","1","1","2","1",10,28,1,-1.8,"800","0","1"
"34578",613,10.9465166566272,"Einbylishus","Rvk",36,"1","0",38.3,5.00662727269872,"2","0","1","1","1","4","0",10,28.2,653,-1.8,"160","0","1"
"34579",618,10.9384498141278,"Radhus","Rvk",38,"1","0",38.6,5.51624735080936,"3","1","0","2","1","6","2",10,0,138,-1.8,"200","0","1"
"34585",614,10.817375399794,"Ibudareign","Grb",2,"1","1",164.8,4.83230575857184,"1","1","1","1","1","3","1",9.6,0,18,2.63188884013665,"550","0","2"
"34586",614,10.8153083089388,"Radhus","Hfj",21,"1","0",48,5.0998664278242,"2","1","0","2","1","4","2",10,32.7,17,-1.8,"650","0","1"
"34587",613,10.1883280916533,"Ibudareign","Rvk",84,"1","0",35,3.80220813942094,"1","1","0","1","1","1","1",10,0,1,1.64865862558738,"20","0","2"
"34588",640,10.0418136820164,"Ibudareign","Hfj",72,"1","0",36.2,4.29728540621879,"1","1","0","1","1","1","1",10,0,1,-1.8,"660","0","1"
"34589",620,10.4893278801076,"Ibudareign","Rvk",29,"1","0",54,4.28771595520264,"1","1","0","1","1","2","1",10,0,610,-1.8,"90","0","2"
"34590",625,10.5939310815218,"Ibudareign","Grb",3,"1","1",193.7,4.52287494326126,"1","1","1","1","1","2","1",10,0,568,1.96009478404727,"500","0","2"
"34591",619,10.3241367959693,"Ibudareign","Rvk",88,"1","0",40.3,4.00733318523247,"1","1","0","1","1","1","1",10,0,1,-0.22314355131421,"25","0","2"
"34592",615,10.270662181356,"Ibudareign","Rvk",2,"1","1",248.6,4.14946386144318,"1","0","1","1","1","1","1",10,0,23,-1.8,"181","0","2"
"34593",614,10.2753614056492,"Ibudareign","Rvk",2,"1","1",248.6,4.14946386144318,"1","0","1","1","1","1","1",10,0,23,-1.8,"181","0","2"
"34594",619,10.666697032541,"Ibudareign","Rvk",51,"1","0",60.2,4.52936847257181,"1","1","0","1","1","3","1",10,22.9,676,1.54756250871601,"72","0","2"
"34595",618,10.6624224736341,"Radhus","Grb",29,"1","0",40.8,4.56121829845891,"1","0","1","1","1","2","1",10,33.9,1,-1.8,"530","101","1"
"34596",615,11.1838934808967,"Einbylishus","Hfj",112,"1","0",56,5.33271879326537,"2","1","1","2","1","6","2",9.7,37.2,232,-1.8,"600","0","1"
"34597",615,10.2914334244254,"Ibudareign","Rvk",15,"1","1",118,4.35156742718917,"1","0","1","1","1","2","1",10,0,553,1.97408102602201,"180","0","2"
"34598",613,10.9884403064183,"Ibudareign","Kop",10,"1","1",117,4.91338990965742,"1","1","1","1","1","2","1",10,0,18,2.09186406167839,"320","44","2"
"34599",615,10.7772047568512,"Ibudareign","Hfj",31,"1","0",50,4.98907111618042,"2","1","1","1","1","3","1",10,24.7,14,-1.8,"600","0","1"
"34600",614,10.480072826558,"Ibudareign","Rvk",55,"1","0",87.2,4.49312068217947,"1","1","0","1","1","3","1",10,21.4,595,1.54756250871601,"90","17","2"
"34601",613,10.2033328521137,"Ibudareign","Rvk",40,"1","0",91.4,4.61611012602643,"1","1","0","1","1","3","1",10,0,580,2.50959926237837,"150","24","2"
"34602",619,10.7234656022684,"Parhus","Kop",63,"1","0",36.9,5.05113723740559,"3","1","0","2","1","2","2",10,47.1,466,-1.8,"320","0","1"
"34603",613,10.3077853128923,"Ibudareign","Rvk",78,"1","0",31,4.23265617801961,"1","1","1","1","1","2","1",10,0,1,-1.8,"25","0","2"
"34604",676,10.2973185797459,"Ibudareign","Kop",39,"1","0",64,4.28634138453947,"1","1","0","1","1","2","1",10,0,536,-1.8,"320","15","2"
"34605",639,10.649440632919,"Radhus","Kop",45,"1","0",33.1,4.84103250971008,"2","1","0","1","1","4","1",10,0,662,-1.8,"320","15","1"
"34606",618,10.4607290956101,"Ibudareign","Kop",28,"1","0",62,4.49423862528081,"1","1","0","1","1","2","1",10,21.7,673,-1.8,"330","0","2"
"34614",612,11.0137319254339,"Radhus","Rvk",33,"1","0",32.8,5.18570842216538,"3","1","2","2","1","3","2",10,24.4,1,3.49953328238302,"80","0","1"
"34615",612,11.251807423644,"Einbylishus","Rvk",58,"1","0",55.6,4.99788772127375,"1","1","0","2","1","3","2",9.9,0,1,3.61091791264422,"75","0","1"
"34616",619,10.1220606753356,"Ibudareign","Rvk",50,"1","0",64.8,4.14946386144318,"1","1","0","1","1","1","1",10,0,529,1.70474809223843,"170","0","2"
"34617",619,10.3354322934487,"Ibudareign","Rvk",46,"1","0",59,4.60015764416455,"1","1","0","1","1","3","1",10,0,1,2.02814824729229,"160","21","2"
"34618",612,10.9740775246305,"Ibudareign","Kop",3,"1","1",96.3,4.74927052996185,"1","0","1","1","1","2","1",10,0,653,2.05412373369555,"320","44","2"
"34619",632,10.2849331548001,"Ibudareign","Hfj",25,"1","0",48.3,4.40549899085902,"1","1","1","1","1","2","1",10,0,1,-1.8,"650","0","1"
"34620",613,10.3565993141116,"Ibudareign","Rvk",17,"1","0",78.3,4.37701409285034,"1","1","0","1","1","2","1",10,0,585,2.11625551480255,"130","0","2"
"34621",643,10.6182005110106,"Ibudareign","Grb",2,"1","1",114,4.63957161270542,"1","0","1","1","1","2","1",10,0,72,2.06686275947298,"550","0","2"
"34622",612,11.3535779717361,"Einbylishus","Grb",16,"1","0",54.6,5.15213485636996,"1","1","1","2","1","4","1",10,46.9,1,-1.8,"520","0","1"
"34623",612,10.9306396426534,"Fjolbylishus","Grb",2,"1","0",394.3,4.79744207363521,"1","0","1","1","1","2","1",10,0,149,1.97408102602201,"500","59","2"
"34624",614,10.9069646460892,"Einbylishus","Hfj",34,"1","0",55,4.97189446577983,"1","1","1","2","1","3","2",10,53.9,1,-1.8,"600","0","1"
"34625",620,10.424451608275,"Ibudareign","Kop",24,"1","0",69.2,4.4200447018614,"1","1","0","1","1","2","1",10,0,683,-1.8,"330","0","2"
"34626",618,10.9883220282109,"Ibudareign","Rvk",87,"1","0",42,4.45434729625351,"1","1","0","1","1","2","2",10,18.3,257,1.93152141160321,"31","0","2"
"34627",625,10.6718581543337,"Ibudareign","Kop",18,"1","0",62.8,4.78498861256393,"1","1","1","1","1","3","1",10,0,1,1.06471073699243,"340","0","2"
"34628",622,10.4538607591046,"Ibudareign","Kop",18,"1","0",62.8,4.49312068217947,"1","1","1","1","1","2","1",10,0,649,0.993251773010283,"340","0","2"
"34632",615,10.2211773555723,"Ibudareign","Rvk",72,"1","0",45,4.13676527810605,"1","0","1","1","1","1","1",10,0,1,0.741937344729377,"80","0","2"
"34633",615,10.1655825499853,"Ibudareign","Rvk",51,"1","0",57,4.41400968052693,"1","1","0","1","1","2","2",10,0,536,1.43508452528932,"200","0","2"
"34634",625,10.4310817938774,"Ibudareign","Rvk",83,"1","0",52,4.27666611901606,"1","0","1","1","1","1","2",10,0,1,-1.8,"20","25","2"
"34635",612,10.3730535860508,"Ibudareign","Rvk",22,"1","0",66.4,4.50313746042294,"1","1","1","1","1","2","1",10,0,105,1.90210752639692,"130","0","2"
"34636",621,10.457171496104,"Ibudareign","Rvk",51,"1","0",63.6,4.35926964755127,"1","1","0","1","1","3","1",10,0,580,3.02042488614436,"100","0","2"
"34637",618,11.5190168746065,"Einbylishus","Rvk",79,"2","0",38,5.40851615884611,"2","1","0","2","2","4","2",10,14.1,17,-1.8,"90","0","1"
"34638",614,10.1837295158902,"Ibudareign","Rvk",56,"1","0",37.6,4.17745946893261,"1","0","1","1","1","2","1",10,0,1,-1.8,"281","0","1"
"34639",648,10.1501522988917,"Ibudareign","Rvk",61,"1","0",51.4,3.89995042419388,"1","1","0","1","1","1","1",10,0,166,-1.8,"11","0","2"
"34640",620,10.1617279408878,"Ibudareign","Hfj",23,"1","0",86.1,4.15261347034608,"1","1","0","1","1","1","1",10,0,437,0.916290731874155,"680","0","2"
"34641",615,10.2918404110343,"Ibudareign","Rvk",90,"1","0",29,4.07414185490458,"1","0","1","1","1","1","1",10,0,1,0.336472236621213,"20","0","2"
"34643",614,10.8857719962441,"Radhus","Rvk",28,"1","0",42.7,5.20125565370491,"2","1","2","2","1","4","2",10,29.1,1,-1.8,"120","107","1"
"34650",614,10.5919990046915,"Radhus","Rvk",60,"1","0",28.3,4.70229689671881,"3","1","0","1","1","5","1",10,0,1,-1.8,"284","0","1"
"34651",612,10.5427063910705,"Ibudareign","Rvk",95,"1","0",35.1,4.13356527537538,"1","0","1","1","1","2","1",10,0,1,1.88706964903238,"20","0","1"
"34652",612,10.3449630981673,"Ibudareign","Rvk",95,"1","0",35.1,4.06731588983418,"1","0","1","1","1","1","1",10,0,1,-1.8,"20","0","1"
"34655",619,10.1828980093036,"Ibudareign","Rvk",71,"1","0",49.3,4.30945594183905,"1","0","1","1","1","1","1",10,6.5,1,-1.8,"100","0","2"
"34656",613,11.1511374716447,"Ibudareign","Rvk",96,"1","0",27.6,5.00662727269872,"3","1","1","2","2","2","2",10,0,1,-1.8,"20","0","2"
"34657",654,10.4109374850622,"Ibudareign","Hfj",3,"1","1",115.6,4.56642935767166,"1","1","0","1","1","3","1",10,0,646,2.01490302054226,"630","0","2"
"34658",613,9.99879773234045,"Ibudareign","Rvk",89,"1","0",52,3.55820113047182,"1","0","0","0","1","1","1",10,0,1,-1.8,"20","26","2"
"34659",613,10.4740715406729,"Ibudareign","Rvk",28,"1","0",49.6,4.22244456484942,"1","1","0","1","1","1","1",10,0,399,2.54160199346455,"11","0","2"
"34660",613,10.5155873542428,"Ibudareign","Rvk",15,"1","0",115.2,4.54648118963941,"1","1","0","1","1","3","1",10,0,1,1.98787434815435,"180","0","2"
"34661",614,10.633858260894,"Ibudareign","Hfj",1,"1","1",205.8,4.43319492124828,"1","0","1","1","1","2","1",9.8,0,12,2.52572864430826,"600","106","2"
"34662",627,11.288481067923,"Parhus","Grb",10,"1","0",59.8,5.36737690247953,"1","1","2","2","1","5","1",10,39.5,1,2.23001440015921,"530","0","1"
"34663",612,10.7646883180923,"Ibudareign","Kop",5,"1","1",313.6,4.84182208732709,"1","0","1","2","1","2","1",10,0,1,2.07944154167984,"300","104","2"
"34665",618,10.4531684380708,"Ibudareign","Hfj",34,"1","0",75,4.89709325269713,"3","0","0","0","1","4","1",10,0,242,-1.8,"600","0","2"
"34666",615,10.8039537340633,"Ibudareign","Kop",19,"1","0",76.1,4.85670681180352,"2","1","1","1","1","3","2",10,0,664,2.27212588550934,"340","0","2"
"34667",615,9.8355298593529,"Ibudareign","Rvk",44,"1","0",141.6,3.55534806148941,"1","0","1","1","1","0","1",10,0,1,2.41591377830105,"150","22","2"
"34668",612,10.6399815375994,"Radhus","Grb",18,"1","0",46.5,4.59410923862867,"1","1","1","1","1","3","1",10,31.3,1,-1.8,"700","0","1"
"34669",613,10.5175644691125,"Ibudareign","Hfj",19,"1","0",44.1,4.38202663467388,"1","1","1","1","1","2","1",10,34.8,1,-1.8,"650","0","1"
"34670",612,10.2394596641157,"Ibudareign","Rvk",60,"1","0",52.2,4.22683374526818,"1","1","0","1","1","2","1",10,0,166,1.85629799036563,"100","0","2"
"34671",611,10.4958470792834,"Ibudareign","Grb",27,"1","0",73.2,4.57677071146639,"1","1","0","1","1","2","1",10,0,1,-1.8,"500","0","2"
"34674",636,10.5791070162279,"Ibudareign","Rvk",80,"1","0",30,4.45318382899021,"1","1","0","1","1","2","2",10,0,322,-0.510825623765991,"25","3","2"
"34675",614,10.9132686274976,"Einbylishus","Rvk",31,"1","0",44.5,5.21927415920758,"2","1","1","2","1","4","2",10,40,88,-1.8,"150","0","1"
"34676",612,10.4405363243424,"Parhus","Grb",29,"1","0",37.7,4.3502779363593,"1","0","1","1","1","2","1",10,0,1,-1.8,"530","101","1"
"34677",613,10.2272363310243,"Ibudareign","Hfj",13,"1","1",137.7,4.33204826486764,"1","1","0","1","1","2","1",10,0,1,2.43361335540045,"630","0","2"
"34678",612,9.92744818998097,"Ibudareign","Rvk",75,"1","0",38.4,3.71113006304876,"1","0","1","1","1","1","1",10,0,1,-1.8,"20","25","2"
"34679",626,10.3997070239128,"Ibudareign","Rvk",15,"1","1",74.3,4.46590811865458,"1","1","0","1","1","2","1",10,0,610,2.2082744135228,"180","0","2"
"34680",627,10.2972174044259,"Ibudareign","Rvk",38,"1","0",60,4.7518645651389,"2","1","0","1","1","4","1",10,0,389,-1.8,"150","22","2"
"34681",614,10.1177921551831,"Ibudareign","Rvk",52,"1","0",46.6,4.35156742718917,"1","1","0","1","1","2","1",10,0,542,1.66770682055808,"200","0","2"
"34682",613,10.5786235002942,"Ibudareign","Kop",5,"1","1",270.6,4.64535197562092,"1","1","0","1","1","3","1",10,0,190,2.06686275947298,"340","0","2"
"34683",614,10.2382082561185,"Einbylishus","Rvk",96,"1","0",24,3.58073729549423,"1","0","1","1","1","1","1",10,0,1,3.58073729549423,"20","0","1"
"34684",613,10.4334685353419,"Ibudareign","Rvk",18,"1","0",54.8,4.43556740160191,"1","1","0","1","1","2","1",10,0,1,2.04122032885964,"130","0","2"
"34685",613,10.1277105210699,"Ibudareign","Hfj",64,"1","0",38.5,4.31481788498043,"1","1","0","1","1","2","1",10,0,1,-1.8,"600","0","2"
"34686",618,10.5840559508892,"Ibudareign","Kop",3,"1","1",232.1,4.6615505194242,"1","1","0","1","1","2","1",10,0,595,2.24070968927596,"351","0","2"
"34687",618,10.5691864521368,"Ibudareign","Rvk",75,"1","0",17.2,4.48751214251986,"1","0","1","1","1","1","1",10,0,45,1.28093384546206,"20","0","2"
"34688",620,10.8557437048429,"Radhus","Rvk",39,"1","0",37,5.26940335638339,"3","1","1","2","1","6","1",10,28.7,685,-1.8,"150","22","1"
"34689",612,10.4969525098229,"Ibudareign","Rvk",80,"1","0",30.7,4.44500143383527,"2","1","1","2","1","4","1",10,0,517,-1.8,"90","12","2"
"34690",626,10.6652041816188,"Ibudareign","Rvk",69,"1","0",44.6,4.66814498514948,"1","1","0","1","1","2","2",10,0,369,-1.8,"80","0","2"
"34699",619,10.6379685965891,"Radhus","Rvk",35,"1","0",68.9,4.60816569496789,"2","1","0","2","1","3","1",10,0,1,-1.8,"210","0","1"
"34700",611,11.1045511291599,"Einbylishus","Hfj",37,"1","0",66,5.80784214458098,"2","1","2","2","1","6","2",10,39.1,106,-1.8,"600","0","1"
"34701",611,10.6700710511693,"Radhus","Rvk",96,"1","0",17,4.29728540621879,"2","0","1","1","1","1","1",10,0,1,-1.8,"11","0","1"
"34702",613,11.0179567860265,"Einbylishus","Rvk",36,"1","0",42.3,5.26734256224861,"2","1","2","2","1","5","2",10,33.5,1,-1.8,"150","0","1"
"34704",612,10.3498386531166,"Ibudareign","Rvk",17,"1","0",87.2,4.31615389052317,"1","1","1","1","1","2","1",10,0,595,2.05412373369555,"130","0","2"
"34705",618,10.1453350886441,"Ibudareign","Rvk",32,"1","1",87.8,4.24706564923976,"1","0","1","1","1","1","1",10,0,474,-1.8,"90","0","2"
"34706",611,10.3053796182575,"Ibudareign","Rvk",20,"1","1",78.5,4.01457959375324,"1","1","1","1","1","1","1",10,0,416,1.50407739677627,"20","0","2"
"34707",611,11.0417050957966,"Parhus","Grb",6,"1","0",45.4,5.05688254526158,"1","0","2","2","1","2","1",5.5,0,1,-1.8,"530","0","1"
"34709",716,10.6083903641069,"Ibudareign","Rvk",68,"1","0",30,4.59107126160859,"2","2","0","2","2","3","1",10,0,551,-1.8,"70","0","2"
"34710",611,10.4093408346756,"Ibudareign","Hfj",26,"1","0",164.5,4.61709875685337,"2","1","1","2","1","3","1",10,0,694,1.48160454092422,"650","0","2"
"34711",611,10.8658027227216,"Ibudareign","Hfj",3,"1","1",453.6,4.89034912822175,"1","1","0","1","1","2","1",10,0,150,2.19722457733622,"600","18","2"
"34712",614,10.433497965717,"Ibudareign","Rvk",44,"1","0",71.4,4.77491296057519,"1","1","0","1","1","3","1",10,24,1,1.96009478404727,"160","0","2"
"34713",614,10.2338698545199,"Ibudareign","Rvk",42,"1","1",157,4.49535531998088,"1","1","0","1","1","2","1",10,0,92,1.91692261218206,"160","0","2"
"34714",613,10.6125326882488,"Ibudareign","Hfj",20,"1","0",55,4.38202663467388,"1","1","0","1","1","2","1",10,0,142,-1.8,"650","0","1"
"34715",626,10.3513094767231,"Ibudareign","Hfj",53,"1","0",109,4.65681341913993,"1","1","0","1","1","3","1",10,23.7,369,1.75785791755237,"600","0","2"
"34716",612,11.2421136199545,"Einbylishus","Grb",52,"1","0",47,4.94662996412034,"1","0","1","1","1","6","2",10,45,370,-1.8,"560","0","1"
"34717",613,10.9316594940582,"Einbylishus","Rvk",51,"1","0",62,5.01462731536579,"1","1","0","2","1","4","2",10,30.4,1,-1.8,"200","0","1"
"34718",611,10.0516489035166,"Ibudareign","Rvk",70,"1","0",36.3,3.87535902105655,"1","0","1","1","1","1","1",10,0,1,1.85629799036563,"100","0","1"
"34719",612,11.3492882633804,"Einbylishus","Rvk",24,"2","0",69,5.57405336798142,"2","0","2","2","2","5","2",9.7,41.1,88,-1.8,"120","0","1"
"34729",634,10.5315360550999,"Ibudareign","Rvk",15,"1","0",143.3,4.60116216459055,"1","1","0","1","1","2","1",10,0,41,2.21920348405499,"180","0","2"
"34730",606,10.7966734106952,"Ibudareign","Hfj",1,"1","1",205.8,4.62595272517062,"1","0","1","1","1","2","1",4,0,10,2.24070968927596,"600","106","2"
"34731",607,10.429428364111,"Ibudareign","Rvk",18,"1","0",184,4.46820433091493,"1","1","0","1","1","2","1",10,0,369,1.75785791755237,"110","0","2"
"34732",606,10.3680074234256,"Ibudareign","Grb",15,"1","0",91.1,4.63375764284,"1","1","0","1","1","3","1",10,0,1,2.04122032885964,"700","0","2"
"34733",614,10.3872091586101,"Ibudareign","Hfj",11,"1","1",82.9,4.40793801645838,"1","0","1","1","1","2","1",10,0,66,-1.8,"640","0","2"
"34734",642,10.2639901616092,"Ibudareign","Rvk",69,"1","0",51.2,4.30676415017333,"1","0","1","1","1","2","1",10,0,1,-1.8,"100","0","1"
"34737",654,10.2248098925319,"Ibudareign","Kop",11,"1","1",165.4,4.01638302075239,"1","1","0","1","1","1","1",10,0,595,1.97408102602201,"351","0","2"
"34738",607,10.715217448923,"Ibudareign","Rvk",8,"1","1",84,4.41642806139121,"1","0","1","1","1","2","1",10,0,691,1.98787434815435,"20","52","2"
"34739",611,10.3471792901165,"Ibudareign","Kop",35,"1","0",70.2,4.38327585407431,"1","1","0","1","1","2","1",10,0,68,-1.8,"320","15","2"
"34742",606,10.9413939660868,"Einbylishus","Rvk",57,"1","0",38.4,4.85437127162159,"2","2","0","2","2","5","2",10,31.5,1,-1.8,"281","0","1"
"34743",620,10.966058069857,"Einbylishus","Rvk",40,"1","0",45.7,5.14865659199363,"2","1","1","2","1","5","1",10,29.9,1,-1.8,"150","0","1"
"34747",607,11.1102813740488,"Einbylishus","Mos",40,"1","0",46.6,5.40492710160629,"2","1","1","2","1","6","1",10,22.5,1,-1.8,"800","0","1"
"34748",614,10.3438048714115,"Ibudareign","Rvk",35,"1","0",68,3.98898404656427,"1","1","0","1","1","0","1",10,0,1,-1.8,"85","0","2"
"34749",607,10.9409511237403,"Ibudareign","Rvk",4,"1","1",348.8,4.8652240913224,"1","0","1","1","1","2","1",10,0,18,2.18605127673809,"90","46","2"
"34750",607,11.0186127495785,"Ibudareign","Sel",46,"1","0",61.3,5.04857313343665,"2","1","1","1","1","4","2",10,29.6,193,-1.8,"400","0","1"
"34751",612,10.7934343090707,"Ibudareign","Kop",3,"1","1",96.3,4.61214579972452,"1","0","1","1","1","2","1",10,0,1,2.33214389523559,"320","44","2"
"34752",612,10.797532675463,"Fjolbylishus","Grb",2,"1","0",394.3,4.56121829845891,"1","0","1","1","1","2","1",10,0,40,1.98787434815435,"500","59","2"
"34753",621,9.89777124554002,"Ibudareign","Rvk",60,"1","0",45,3.8458832029236,"1","1","1","1","1","1","1",10,0,1,0.405465108108164,"100","1","2"
"34754",606,10.3147359054,"Ibudareign","Kop",41,"1","0",50.4,4.64246597073179,"1","0","0","1","1","3","1",10,0,1,-1.8,"300","0","2"
"34755",613,10.504163021028,"Ibudareign","Rvk",32,"1","0",74.4,4.40549899085902,"1","1","0","1","1","2","1",10,0,492,-1.8,"72","0","2"
"34756",612,10.6057678984773,"Ibudareign","Kop",52,"1","0",79.5,4.68120487226409,"1","1","0","1","1","3","1",10,20,1,-1.8,"320","0","2"
"34757",607,12.0694736956161,"Einbylishus","Rvk",9,"1","0",76.6,5.99819186785741,"2","2","2","2","1","6","2",10,68.1,81,2.21920348405499,"80","38","1"
"34758",612,11.0669508135239,"Ibudareign","Grb",45,"1","0",56.4,5.21873288720519,"1","1","1","2","1","5","2",10,49.9,10,-1.8,"500","0","1"
"34759",635,10.1578971857243,"Ibudareign","Kop",40,"1","0",64,4.2076732475291,"1","1","0","1","1","1","1",10,0,559,-1.8,"320","0","2"
"34760",611,11.1256882154489,"Einbylishus","Hfj",18,"1","0",48,5.30876262440958,"3","1","2","2","1","6","1",10,30.8,1,-1.8,"600","0","1"
"34761",639,10.4474094037913,"Ibudareign","Kop",51,"1","0",55.2,4.55807857845424,"1","0","1","1","1","3","1",10,0,553,0.0953101798043249,"320","0","2"
"34762",618,10.3372809326312,"Ibudareign","Rvk",60,"1","0",57,4.42124734782716,"1","1","0","1","1","2","1",10,0,615,-1.8,"100","0","2"
"34763",612,10.0835983340329,"Ibudareign","Rvk",92,"1","0",28.9,3.87328217711172,"1","1","0","1","1","1","1",10,0,1,-1.8,"90","20","2"
"34764",607,10.9822202109434,"Einbylishus","Mos",45,"1","0",58.9,5.13697421613927,"1","1","0","1","1","5","1",10,72,1,3.78872478908365,"810","0","1"
"34765",614,10.4481057220369,"Ibudareign","Mos",14,"1","0",155.4,4.43081679884331,"1","0","1","1","1","2","1",10,0,512,2.01490302054226,"840","0","2"
"34766",605,10.2524881236632,"Ibudareign","Rvk",21,"1","0",83.7,4.4224485491728,"1","1","0","1","1","2","1",10,0,1,0.8754687373539,"130","0","2"
"34768",606,10.5452361700101,"Ibudareign","Grb",27,"1","0",93.4,4.58190155904874,"1","0","1","1","1","2","1",10,26.4,1,-1.8,"500","0","2"
